iter	RMSE
188	60441.25504
189	60394.42175
190	60349.68136
191	60305.5012
192	60285.10101
193	60221.33993
194	60189.28523
195	60148.58441
196	60064.75924
197	60040.98591
198	59998.86558
199	59979.00776
200	59935.41417
201	59866.18314
202	59814.73207
203	59776.01078
204	59691.66195
205	59660.52655
206	59590.25259
207	59548.56005
208	59501.37448
209	59444.31439
210	59420.80644
211	59380.12836
212	59350.47885
213	59316.69298
214	59265.402
215	59222.22887
216	59174.74914
217	59144.43579
218	59101.01268
219	59053.34316
220	58971.12568
221	58946.92189
222	58894.96448
223	58870.85982
224	58819.44732
225	58795.44621
226	58729.00533
227	58671.12328
228	58633.03515
229	58568.52262
230	58492.32313
231	58453.17525
232	58419.55691
233	58388.84465
234	58343.44127
235	58282.39901
236	58214.64072
237	58171.59799
238	58141.59718
239	58110.65074
240	58079.20959
241	58036.83681
242	57987.62733
243	57964.30363
244	57909.69823
245	57873.77405
246	57831.39269
247	57797.57144
248	57765.49119
249	57725.15735
250	57706.33133
251	57659.10632
252	57591.42915
253	57539.33366
254	57499.91144
255	57469.58566
256	57426.03759
257	57380.70401
258	57349.81964
259	57295.14468
260	57221.64075
261	57171.89349
262	57127.40405
263	57082.9993
264	57064.94358
265	56970.33628
266	56943.98639
267	56859.21889
268	56812.81239
269	56789.89759
270	56752.55241
271	56696.20949
272	56663.20566
273	56640.70015
274	56584.84742
275	56511.70576
276	56475.56113
277	56443.87404
278	56395.70273
279	56360.3492
280	56289.73109
281	56213.10068
282	56185.40538
283	56130.56709
284	56093.62505
285	56060.50618
286	56007.59434
287	55956.77937
288	55923.98088
289	55859.09414
290	55841.37939
291	55811.61949
292	55776.56178
293	55755.70135
294	55729.69041
295	55666.84261
296	55605.65153
297	55547.64423
298	55510.86741
299	55474.72111
300	55462.49504
301	55410.29963
302	55358.30346
303	55296.99693
304	55278.07158
305	55239.00199
306	55178.75147
307	55128.51292
308	55090.15772
309	55060.81932
310	55036.47509
311	54986.2901
312	54960.21294
313	54925.49348
314	54846.50556
315	54797.35589
316	54771.11701
317	54741.55802
318	54702.6311
319	54668.24674
320	54644.52492
321	54617.74951
322	54602.42775
323	54574.08277
324	54557.1762
325	54490.85514
326	54449.30501
327	54411.27363
328	54354.19474
329	54289.8257
330	54206.57547
331	54180.30755
332	54160.43915
333	54118.91286
334	54092.68948
335	54070.34908
336	54048.1719
337	54026.44674
338	53964.21498
339	53890.03232
340	53863.43305
341	53845.96411
342	53815.22763
343	53763.34468
344	53713.24779
345	53670.66221
346	53626.74642
347	53586.08391
348	53558.59441
349	53535.24558
350	53513.16979
351	53480.36521
352	53457.37965
353	53428.48051
354	53410.85877
355	53373.32225
356	53320.89081
357	53301.8675
358	53252.75328
359	53222.82791
360	53179.31861
361	53137.31157
362	53095.50283
363	53052.18467
364	53015.43118
365	52964.74056
366	52893.1514
367	52875.0528
368	52839.73196
369	52810.64699
370	52776.73006
371	52724.76467
372	52679.3713
373	52633.92456
374	52581.7323
375	52545.52035
376	52516.65904
377	52464.82686
378	52446.40854
379	52409.65648
380	52386.79115
381	52354.5818
382	52316.07365
383	52284.69761
384	52260.91621
385	52240.02219
386	52223.22039
387	52209.51221
388	52180.24795
389	52130.77432
390	52109.35179
391	52062.94426
392	52024.10426
393	52007.56832
394	51977.88739
395	51949.2381
396	51910.73929
397	51867.62996
398	51839.31625
399	51796.40969
400	51754.45338
401	51731.48703
402	51682.49861
403	51655.94644
404	51630.47281
405	51610.7071
406	51557.47987
407	51541.00764
408	51507.87738
409	51489.55043
410	51459.76921
411	51413.16865
412	51356.54509
413	51325.02116
414	51301.89945
415	51255.14912
416	51221.37687
417	51198.51042
418	51161.98217
419	51127.32662
420	51094.64647
421	51059.07253
422	51014.25328
423	50981.12934
424	50949.8177
425	50932.83488
426	50898.95941
427	50848.78206
428	50812.90808
429	50789.37814
430	50766.47777
431	50723.67202
432	50713.88471
433	50700.47193
434	50637.04183
435	50608.01327
436	50565.11855
437	50528.31827
438	50509.9091
439	50472.76794
440	50439.27077
441	50422.23765
442	50390.68989
443	50364.38898
444	50332.42598
445	50283.62873
446	50270.98738
447	50253.50108
448	50228.64513
449	50187.43691
450	50173.87335
451	50161.87561
452	50147.02047
453	50106.30645
454	50087.62034
455	50045.56207
456	50020.61787
457	49960.63391
458	49942.03849
459	49916.16971
460	49888.59989
461	49870.55913
462	49844.44587
463	49808.64698
464	49759.34883
465	49738.27008
466	49717.59721
467	49687.32465
468	49627.61899
469	49586.78689
470	49567.43821
471	49527.17315
472	49504.96992
473	49482.89696
474	49468.45169
475	49450.55614
476	49423.95896
477	49405.11251
478	49377.3822
479	49358.73472
480	49294.95488
481	49256.73658
482	49239.79771
483	49204.63944
484	49172.98403
485	49128.73829
486	49109.16695
487	49089.96326
488	49064.6794
489	49039.07913
490	49003.7593
491	48990.52801
492	48982.07699
493	48963.73708
494	48932.63629
495	48905.95376
496	48883.81619
497	48858.28508
498	48798.65692
499	48774.73314
500	48729.45874
501	48719.81191
502	48704.40612
503	48675.4296
504	48634.49713
505	48607.12072
506	48552.00131
507	48526.27761
508	48513.52453
509	48486.7217
510	48471.65715
511	48449.1613
512	48416.57527
513	48386.27635
514	48346.91434
515	48328.35622
516	48306.32466
517	48278.25666
518	48261.55838
519	48237.77432
520	48212.81634
521	48156.42539
522	48099.0103
523	48049.19751
524	48033.74228
525	47995.68179
526	47971.2996
527	47945.05919
528	47925.78177
529	47908.71424
530	47894.47508
531	47861.55155
532	47835.74678
533	47818.76748
534	47798.19088
535	47768.81276
536	47750.27918
537	47733.09236
538	47692.19816
539	47666.78263
540	47645.22179
541	47628.55887
542	47589.24408
543	47564.96109
544	47532.81681
545	47508.93404
546	47470.56744
547	47453.18947
548	47423.57312
549	47405.13287
550	47369.0818
551	47342.58114
552	47321.31393
553	47312.3908
554	47282.04053
555	47244.68954
556	47228.34012
557	47196.45385
558	47187.86345
559	47168.67177
560	47139.12494
561	47115.96919
562	47096.92126
563	47062.84215
564	47015.70406
565	46987.48664
566	46974.88662
567	46933.59021
568	46891.77238
569	46847.70294
570	46821.20379
571	46797.52503
572	46779.53757
573	46743.20078
574	46727.03031
575	46693.61333
576	46669.64681
577	46627.44349
578	46613.7593
579	46598.52002
580	46582.3814
581	46565.83612
582	46549.2039
583	46541.81656
584	46516.14139
585	46499.05208
586	46479.91522
587	46462.34907
588	46429.82526
589	46411.20682
590	46393.22547
591	46377.60906
592	46355.19598
593	46314.24789
594	46286.52758
595	46254.93141
596	46225.2016
597	46198.24698
598	46185.11456
599	46153.23434
600	46128.11837
601	46115.72335
602	46101.84699
603	46061.64192
604	46023.07296
605	45987.10968
606	45953.70393
607	45925.085
608	45909.5048
609	45899.42275
610	45881.19237
611	45842.42317
612	45813.8018
613	45789.89906
614	45770.67596
615	45742.51285
616	45720.35244
617	45709.18395
618	45701.56263
619	45686.72365
620	45657.21624
621	45648.05611
622	45628.47465
623	45608.60889
624	45591.39242
625	45567.44441
626	45539.6036
627	45533.10659
628	45521.11136
629	45493.20461
630	45481.43936
631	45470.41776
632	45443.15653
633	45414.05636
634	45376.51772
635	45360.62947
636	45332.599
637	45289.18804
638	45274.7374
639	45264.55241
640	45239.8629
641	45225.18069
642	45204.17625
643	45195.62385
644	45176.29183
645	45153.89144
646	45134.07591
647	45123.52673
648	45103.68915
649	45085.52964
650	45075.92023
651	45041.37624
652	45009.68754
653	44983.02976
654	44970.21968
655	44959.80635
656	44928.96177
657	44910.91361
658	44893.99921
659	44886.05958
660	44865.25063
661	44849.38473
662	44827.03495
663	44806.86633
664	44791.19897
665	44758.35729
666	44727.53417
667	44714.16264
668	44698.83921
669	44687.56953
670	44675.05967
671	44658.7836
672	44646.06585
673	44626.60536
674	44609.60609
675	44599.93508
676	44562.33872
677	44548.35394
678	44523.58104
679	44497.03479
680	44477.21553
681	44452.59158
682	44439.25549
683	44427.45452
684	44406.99024
685	44387.87659
686	44363.11723
687	44342.84739
688	44321.88305
689	44312.4659
690	44279.82265
691	44246.44339
692	44224.19582
693	44213.18192
694	44187.6011
695	44167.65732
696	44160.01311
697	44139.01558
698	44124.34129
699	44095.54245
700	44085.00607
701	44045.99241
702	44026.77043
703	44005.29369
704	43990.10944
705	43971.44654
706	43962.0614
707	43942.23046
708	43908.63838
709	43891.39767
710	43880.38781
711	43863.88934
712	43844.00851
713	43819.9119
714	43803.01336
715	43779.67368
716	43739.54206
717	43715.05459
718	43675.70461
719	43659.8207
720	43644.27456
721	43637.39966
722	43616.63536
723	43592.29899
724	43563.47085
725	43547.55808
726	43512.54466
727	43493.68222
728	43479.20358
729	43463.36755
730	43446.67921
731	43428.68899
732	43412.38661
733	43406.58088
734	43378.064
735	43359.65963
736	43342.11451
737	43329.17699
738	43308.94704
739	43299.18722
740	43278.08275
741	43261.71707
742	43237.64114
743	43221.77991
744	43200.57665
745	43180.27891
746	43169.284
747	43152.82413
748	43136.34566
749	43117.49755
750	43088.95182
751	43069.97961
752	43046.85226
753	43037.69948
754	43017.54768
755	42996.91357
756	42976.00716
757	42968.70972
758	42947.0091
759	42938.06047
760	42922.81358
761	42897.84898
762	42879.16979
763	42872.33098
764	42866.00259
765	42839.63028
766	42826.84573
767	42793.30827
768	42782.85583
769	42777.67823
770	42743.30052
771	42726.83881
772	42703.83848
773	42685.47841
774	42671.06683
775	42649.62995
776	42621.09272
777	42600.27583
778	42587.66967
779	42572.55159
780	42547.21121
781	42530.82153
782	42518.0785
783	42501.05418
784	42486.84035
785	42467.17194
786	42447.3314
787	42437.55468
788	42418.18277
789	42405.64319
790	42382.60554
791	42364.65151
792	42351.9185
793	42344.76178
794	42327.8
795	42317.77798
796	42300.32856
797	42286.89139
798	42267.21676
799	42252.44808
800	42244.65509
801	42229.2383
802	42214.88167
803	42201.33582
804	42185.3988
805	42180.85002
806	42172.5901
807	42163.21015
808	42146.33413
809	42119.25378
810	42104.24566
811	42079.76904
812	42068.58199
813	42052.50587
814	42033.27952
815	42006.61555
816	41985.58271
817	41957.02277
818	41946.0761
819	41917.6574
820	41902.84375
821	41893.86953
822	41883.92085
823	41862.87079
824	41848.80932
825	41837.389
826	41821.32326
827	41794.80215
828	41781.66283
829	41761.74865
830	41749.91773
831	41728.70442
832	41708.43789
833	41698.58965
834	41661.8428
835	41654.02442
836	41644.52891
837	41618.85779
838	41591.69533
839	41567.59574
840	41544.03168
841	41530.30908
842	41512.65647
843	41497.55253
844	41491.82949
845	41480.9573
846	41463.10701
847	41439.03898
848	41429.14989
849	41410.53616
850	41401.96499
851	41388.44941
852	41367.25934
853	41360.78515
854	41342.67886
855	41326.66278
856	41311.57063
857	41289.03319
858	41279.06784
859	41264.29823
860	41257.74368
861	41244.23444
862	41229.80861
863	41220.64919
864	41184.68486
865	41170.70203
866	41133.8984
867	41123.63895
868	41109.11117
869	41085.54293
870	41072.11778
871	41051.39817
872	41030.26161
873	41014.7726
874	41010.18487
875	40992.46277
876	40973.34626
877	40945.96051
878	40934.33438
879	40923.47822
880	40912.4366
881	40893.34348
882	40878.44223
883	40852.46292
884	40843.88002
885	40828.93811
886	40814.29818
887	40798.34799
888	40780.4787
889	40763.84651
890	40753.65851
891	40730.80555
892	40717.43772
893	40686.68696
894	40667.07213
895	40640.37928
896	40623.0761
897	40607.64874
898	40599.49057
899	40588.61983
900	40581.50417
901	40570.44741
902	40559.99201
903	40545.66922
904	40539.11811
905	40521.29462
906	40503.16994
907	40490.39151
908	40480.73587
909	40464.6154
910	40453.18111
911	40435.41096
912	40422.77202
913	40408.236
914	40395.72111
915	40378.22303
916	40350.21477
917	40339.94926
918	40318.26392
919	40299.63005
920	40278.84461
921	40242.10879
922	40227.1858
923	40206.56071
924	40198.35023
925	40186.12529
926	40166.87639
927	40156.08259
928	40149.49658
929	40134.05482
930	40128.18132
931	40112.29638
932	40092.52161
933	40083.16839
934	40062.4842
935	40046.94011
936	40033.16769
937	40020.9708
938	40009.16092
939	39995.71061
940	39978.23151
941	39968.12442
942	39959.78328
943	39939.79297
944	39921.58175
945	39910.57654
946	39901.13252
947	39876.58739
948	39851.68897
949	39839.74094
950	39822.06115
951	39804.01094
952	39788.36067
953	39780.47644
954	39763.19869
955	39751.15719
956	39747.33307
957	39711.87024
958	39702.45679
959	39689.62055
960	39669.68296
961	39647.62098
962	39641.00927
963	39628.88077
964	39622.12205
965	39588.6547
966	39573.84874
967	39559.08065
968	39539.93376
969	39523.51663
970	39503.28009
971	39492.55023
972	39483.86861
973	39462.3964
974	39446.97682
975	39428.67736
976	39417.83196
977	39405.35929
978	39381.10918
979	39368.90156
980	39359.51454
981	39343.97602
982	39325.59281
983	39307.25928
984	39300.48934
985	39296.65779
986	39268.82164
987	39248.77942
988	39222.76864
989	39208.18924
990	39198.32922
991	39187.86467
992	39176.87374
993	39171.56234
994	39165.85287
995	39156.42135
996	39137.14687
997	39123.95612
998	39109.88872
999	39087.60266
1000	39072.49511
1001	39058.76987
1002	39038.54925
1003	39021.77072
1004	39007.35198
1005	38997.11919
1006	38987.87287
1007	38972.25129
1008	38932.36312
1009	38920.13018
1010	38904.16923
1011	38870.40789
1012	38850.34212
1013	38819.0242
1014	38800.86551
1015	38793.07497
1016	38783.74262
1017	38770.5159
1018	38758.52167
1019	38749.78427
1020	38741.17164
1021	38725.32721
1022	38719.55768
1023	38713.71037
1024	38700.25214
1025	38695.5244
1026	38677.36374
1027	38665.66379
1028	38659.68309
1029	38651.49687
1030	38644.27454
1031	38637.81303
1032	38625.63342
1033	38613.99031
1034	38605.43653
1035	38588.76695
1036	38565.33853
1037	38544.51493
1038	38523.11484
1039	38515.45109
1040	38492.78006
1041	38477.12934
1042	38450.32722
1043	38429.40088
1044	38426.89114
1045	38403.33277
1046	38398.00297
1047	38382.86632
1048	38368.10981
1049	38358.88592
1050	38350.65289
1051	38336.07881
1052	38320.93868
1053	38312.97296
1054	38293.43408
1055	38268.83869
1056	38246.25028
1057	38239.01072
1058	38224.14881
1059	38209.72374
1060	38198.53568
1061	38188.23058
1062	38163.0465
1063	38146.90912
1064	38132.42271
1065	38108.70415
1066	38097.38382
1067	38091.04377
1068	38068.534
1069	38050.39162
1070	38034.40141
1071	38005.59728
1072	37959.45395
1073	37950.5658
1074	37940.38413
1075	37929.62018
1076	37919.22864
1077	37902.71713
1078	37895.7331
1079	37888.08775
1080	37878.76951
1081	37870.315
1082	37864.85393
1083	37856.32911
1084	37837.1109
1085	37823.70825
1086	37810.85632
1087	37801.71828
1088	37794.54664
1089	37783.48167
1090	37762.80584
1091	37747.90051
1092	37731.28605
1093	37717.55733
1094	37708.19152
1095	37668.16631
1096	37657.95474
1097	37640.2835
1098	37629.79458
1099	37617.81754
1100	37599.88072
1101	37578.23343
1102	37563.62789
1103	37550.59142
1104	37542.77205
1105	37522.60243
1106	37508.75333
1107	37490.38738
1108	37482.56206
1109	37473.60677
1110	37471.28371
1111	37447.33904
1112	37423.58011
1113	37408.41288
1114	37399.49424
1115	37390.55644
1116	37383.41791
1117	37365.37156
1118	37350.72813
1119	37333.90804
1120	37320.88556
1121	37316.45836
1122	37302.52244
1123	37283.55298
1124	37263.9664
1125	37252.89489
1126	37232.12207
1127	37223.29469
1128	37209.36084
1129	37191.89588
1130	37171.37837
1131	37165.73477
1132	37154.98709
1133	37140.80006
1134	37134.27599
1135	37117.19035
1136	37103.81986
1137	37097.25194
1138	37089.54485
1139	37079.39344
1140	37063.16466
1141	37058.69766
1142	37051.48415
1143	37039.08677
1144	37025.38958
1145	37011.82081
1146	37007.237
1147	36993.43961
1148	36977.62934
1149	36968.30619
1150	36955.74798
1151	36949.85813
1152	36937.07317
1153	36924.73956
1154	36904.20278
1155	36897.3531
1156	36888.18251
1157	36881.84306
1158	36865.16893
1159	36855.23885
1160	36848.37226
1161	36836.18926
1162	36826.05695
1163	36817.49789
1164	36808.52487
1165	36797.7688
1166	36789.81443
1167	36775.67806
1168	36758.85555
1169	36741.88305
1170	36729.41756
1171	36724.90013
1172	36709.12328
1173	36699.4255
1174	36688.84231
1175	36681.15409
1176	36671.8697
1177	36646.82286
1178	36637.89476
1179	36633.89809
1180	36628.08347
1181	36604.00989
1182	36591.63111
1183	36578.38751
1184	36560.95584
1185	36553.55504
1186	36547.2331
1187	36540.99099
1188	36534.93876
1189	36525.62008
1190	36516.16217
1191	36500.36318
1192	36496.75687
1193	36486.74575
1194	36473.99273
1195	36456.51165
1196	36437.06539
1197	36424.37225
1198	36400.25749
1199	36393.82013
1200	36387.31195
1201	36369.94441
1202	36362.98086
1203	36356.28214
1204	36333.95531
1205	36308.662
1206	36293.6314
1207	36280.61832
1208	36274.77997
1209	36265.3664
1210	36260.91208
1211	36239.52011
1212	36226.96159
1213	36213.98007
1214	36201.12182
1215	36191.41205
1216	36179.10794
1217	36167.13246
1218	36156.62073
1219	36143.60206
1220	36130.74512
1221	36123.74206
1222	36106.81882
1223	36085.86857
1224	36079.99025
1225	36068.3971
1226	36055.94094
1227	36042.53654
1228	36031.23379
1229	36013.36416
1230	35992.33892
1231	35986.14215
1232	35977.88784
1233	35974.44168
1234	35955.16955
1235	35941.7673
1236	35934.43451
1237	35926.85149
1238	35919.00277
1239	35907.48946
1240	35897.82269
1241	35890.12605
1242	35877.956
1243	35852.40232
1244	35841.95155
1245	35833.13232
1246	35820.41583
1247	35786.98303
1248	35782.98693
1249	35769.9328
1250	35759.9946
1251	35744.79955
1252	35735.46955
1253	35699.91547
1254	35690.52029
1255	35673.30254
1256	35662.16145
1257	35655.18482
1258	35639.65646
1259	35618.55748
1260	35602.29644
1261	35595.06717
1262	35586.31114
1263	35566.41264
1264	35546.82586
1265	35538.0248
1266	35528.14605
1267	35518.26721
1268	35507.53692
1269	35497.33096
1270	35489.72336
1271	35477.82483
1272	35469.79647
1273	35452.91799
1274	35445.98326
1275	35437.41281
1276	35425.02703
1277	35417.6485
1278	35412.28197
1279	35403.49952
1280	35390.84631
1281	35377.55477
1282	35355.87674
1283	35331.81251
1284	35314.50003
1285	35303.71866
1286	35295.25217
1287	35284.3263
1288	35278.08227
1289	35260.11741
1290	35254.45491
1291	35244.59431
1292	35235.45625
1293	35214.41575
1294	35194.44212
1295	35187.44031
1296	35176.2701
1297	35172.18564
1298	35164.81547
1299	35144.17814
1300	35136.01042
1301	35113.32519
1302	35094.71225
1303	35068.19078
1304	35045.12747
1305	35027.35843
1306	35020.70027
1307	35011.52245
1308	35002.05839
1309	34996.18441
1310	34986.69139
1311	34982.15661
1312	34967.88662
1313	34960.00381
1314	34949.5578
1315	34935.77024
1316	34923.48927
1317	34913.60763
1318	34906.4793
1319	34898.3981
1320	34888.2744
1321	34872.51107
1322	34854.24748
1323	34841.52589
1324	34821.99692
1325	34811.45556
1326	34794.47312
1327	34779.46321
1328	34774.76125
1329	34763.11927
1330	34749.47182
1331	34742.57686
1332	34735.61219
1333	34722.31952
1334	34712.80977
1335	34699.82453
1336	34693.44184
1337	34674.71324
1338	34665.38506
1339	34661.96177
1340	34645.29998
1341	34631.69251
1342	34624.29161
1343	34608.79038
1344	34593.4327
1345	34581.10263
1346	34572.81512
1347	34568.472
1348	34559.41945
1349	34550.51159
1350	34526.97451
1351	34511.23792
1352	34490.75975
1353	34486.23406
1354	34477.89536
1355	34471.7423
1356	34465.19742
1357	34458.65843
1358	34439.07606
1359	34424.15767
1360	34407.55665
1361	34400.65497
1362	34383.45511
1363	34376.63691
1364	34366.07866
1365	34358.69949
1366	34346.6257
1367	34336.36147
1368	34315.27305
1369	34306.33054
1370	34286.83546
1371	34279.4805
1372	34261.5137
1373	34246.72692
1374	34236.55882
1375	34227.86298
1376	34216.72237
1377	34209.98349
1378	34199.77034
1379	34182.30585
1380	34167.7125
1381	34154.72583
1382	34150.78305
1383	34138.26652
1384	34133.88336
1385	34128.92895
1386	34117.71282
1387	34106.63992
1388	34099.0614
1389	34092.67606
1390	34082.90273
1391	34070.33909
1392	34062.45713
1393	34037.20984
1394	34027.61487
1395	34014.57859
1396	33999.23907
1397	33988.51936
1398	33977.52799
1399	33966.39271
1400	33952.81838
1401	33942.98682
1402	33935.63458
1403	33926.21372
1404	33907.642
1405	33899.00649
1406	33893.35229
1407	33887.03955
1408	33879.24238
1409	33864.72276
1410	33856.2175
1411	33849.51146
1412	33845.49219
1413	33835.11087
1414	33821.39247
1415	33809.98453
1416	33803.8422
1417	33792.96466
1418	33785.02505
1419	33781.04629
1420	33770.81085
1421	33762.58526
1422	33746.82569
1423	33735.22205
1424	33729.288
1425	33718.81542
1426	33705.59595
1427	33695.78345
1428	33685.3558
1429	33678.01511
1430	33672.62922
1431	33647.49117
1432	33639.51912
1433	33622.56818
1434	33610.35344
1435	33602.48065
1436	33591.32068
1437	33583.17759
1438	33576.92823
1439	33561.6923
1440	33554.87978
1441	33551.6276
1442	33543.63249
1443	33527.94142
1444	33513.89979
1445	33502.27808
1446	33490.18407
1447	33483.97807
1448	33475.1238
1449	33457.07448
1450	33452.04854
1451	33441.50522
1452	33429.72188
1453	33417.17673
1454	33408.99852
1455	33405.66639
1456	33391.50044
1457	33375.0574
1458	33370.60548
1459	33361.32899
1460	33341.91237
1461	33338.0994
1462	33330.66232
1463	33324.91368
1464	33316.29401
1465	33303.36217
1466	33289.67837
1467	33279.96026
1468	33272.39634
1469	33268.31271
1470	33255.97797
1471	33251.60079
1472	33244.22241
1473	33234.39059
1474	33228.35609
1475	33222.72432
1476	33207.30866
1477	33199.7248
1478	33182.32323
1479	33174.02756
1480	33158.71273
1481	33137.3264
1482	33121.89533
1483	33112.43995
1484	33105.5387
1485	33093.94982
1486	33072.02927
1487	33066.178
1488	33060.18826
1489	33054.45835
1490	33040.56696
1491	33032.99904
1492	33026.04016
1493	33015.68604
1494	33001.71737
1495	32983.6624
1496	32980.73077
1497	32974.27837
1498	32964.93398
1499	32957.79809
1500	32944.7919
1501	32931.65849
1502	32927.40827
1503	32924.51317
1504	32919.69699
1505	32909.83121
1506	32899.6052
1507	32892.32085
1508	32878.32993
1509	32870.26635
1510	32859.09491
1511	32844.02435
1512	32841.78241
1513	32825.91292
1514	32819.8127
1515	32805.58141
1516	32793.91728
1517	32781.8787
1518	32764.4405
1519	32755.98145
1520	32742.14026
1521	32725.37977
1522	32720.07157
1523	32712.63388
1524	32708.97371
1525	32685.27815
1526	32681.22016
1527	32671.20027
1528	32663.0752
1529	32654.61852
1530	32641.115
1531	32632.48079
1532	32625.77607
1533	32615.46198
1534	32609.89518
1535	32595.34347
1536	32590.18497
1537	32571.35922
1538	32555.66126
1539	32545.63492
1540	32534.08694
1541	32522.38894
1542	32512.7898
1543	32503.65995
1544	32497.64614
1545	32493.34759
1546	32479.34342
1547	32476.73258
1548	32465.03354
1549	32455.05065
1550	32449.88846
1551	32445.0938
1552	32442.01976
1553	32435.82965
1554	32418.74159
1555	32406.95069
1556	32394.71688
1557	32385.76142
1558	32376.75692
1559	32364.14542
1560	32359.46255
1561	32356.3703
1562	32348.8015
1563	32328.80684
1564	32322.16441
1565	32313.22875
1566	32305.73207
1567	32294.67101
1568	32287.15271
1569	32279.87939
1570	32268.46053
1571	32254.51636
1572	32246.38711
1573	32226.99162
1574	32223.35846
1575	32217.87825
1576	32210.81804
1577	32207.79184
1578	32197.07354
1579	32193.16203
1580	32183.21385
1581	32168.93811
1582	32157.21324
1583	32147.47752
1584	32141.98452
1585	32131.32798
1586	32123.54827
1587	32115.95577
1588	32092.91905
1589	32087.6489
1590	32082.79781
1591	32065.25455
1592	32055.35436
1593	32045.90124
1594	32037.45379
1595	32027.39277
1596	32019.15861
1597	32014.19319
1598	32001.24131
1599	31994.57503
1600	31989.01653
1601	31981.61154
1602	31976.25671
1603	31961.65358
1604	31948.30915
1605	31943.54982
1606	31935.97012
1607	31930.53025
1608	31918.27106
1609	31912.89079
1610	31908.9509
1611	31902.09323
1612	31889.38576
1613	31884.83886
1614	31878.53436
1615	31874.99933
1616	31868.4166
1617	31855.01353
1618	31849.88703
1619	31844.06398
1620	31836.42542
1621	31830.66968
1622	31826.35727
1623	31821.81356
1624	31807.25578
1625	31803.68647
1626	31792.64376
1627	31786.5045
1628	31782.82476
1629	31773.67207
1630	31763.86611
1631	31750.84326
1632	31748.42
1633	31745.41878
1634	31739.02153
1635	31735.64765
1636	31725.07493
1637	31713.08536
1638	31708.01802
1639	31698.01395
1640	31691.87357
1641	31684.01659
1642	31675.09391
1643	31667.68434
1644	31658.16081
1645	31649.63232
1646	31643.1872
1647	31636.7137
1648	31631.93338
1649	31617.7873
1650	31610.13973
1651	31605.27779
1652	31601.95642
1653	31595.82747
1654	31589.71442
1655	31583.96613
1656	31577.84523
1657	31566.18769
1658	31559.02996
1659	31553.84399
1660	31548.13239
1661	31539.23281
1662	31532.31022
1663	31527.0686
1664	31518.60784
1665	31513.52993
1666	31504.83975
